Abn,MemberNo
29240670217,803W
29241835396,974M
29242514489,503B
29243199044,959C
29244714202,I748
29258414261,197Y
29260784240,520W
29264011096,M801
29267683906,339Z
29269371368,F827
29269371368,F825
29270548773,Y607
29272635576,R299
29273994422,641H
29275581557,36G6
29275705860,N286
29278170965,Q301
29278252905,221G
29278662727,H525
29282403485,395L
29284907249,0904
29286472990,A121
29288995465,143W
29289981851,376L
29290241887,9594
29290953624,52J8
29293733343,816D
29293952854,V366
29294727830,W906
29295117256,4610
29295690547,576R
29297890324,372I
29299361629,Y892
29300194627,763I
29301271846,29B6
29303155096,814P
29303375184,S741
29303653306,623L
29305425488,224T
29306200470,W207
29309011861,H341
29309245459,417S
29322736819,898C
29325837267,229Z
29326046820,779H
29326046820,780H
29332864746,594M
29334573733,72F1
29334909267,477D
29335570924,R490
29337852624,E269
29340579672,53E0
29343994044,149E
29344923152,03H9
29352954912,533N
29354214651,70H6
29354214651,526N
29355026627,388H
29355034484,A822
29356284741,3466
29357281932,6265
29357964319,2254
29358739133,925N
29364960133,4162
29368465807,45G2
29371577573,284B
29372630854,D968
29372734129,277L
29373184101,863W
29375143523,T130
29375883058,D006
29376015957,X999
29376132808,42G8
29378342030,S718
29381736480,U661
29382709727,151X
29384215442,Z799
29386578601,N661
29388092610,089C
29388092610,088C
29388092610,090C
29388218921,757E
29390349037,H230
29391150359,054M
29394209800,0530
29396174741,826Q
29397203592,972K
29400709482,581D
29402384044,981C
29404156130,042N
29408067047,U887
29408748554,9038
29412461060,5357
29412461060,G789
29413418139,Q686
29415599679,C081
29417943868,169F
29420512157,3035
29422349502,U771
29428091473,i342
29431535889,G719
29432817823,814L
29434470871,12H4
29434887913,964A
29435330562,491Q
29436850630,774R
29439563962,752M
29443203120,154D
29452579355,58F9
29455364670,E654
29459113258,I544
29461465110,718H
29462332155,0424
29464386158,751U
29466253711,68C8
29467562746,844K
29468422437,2904
29469427366,40B5
29470705703,8583
29470972123,946H
29475140647,57E6
29488039465,C285
29488039465,788A
29496745388,1183
29500218150,20B6
29501398519,Y566
29503048252,Y529
29503719105,590X
29511709350,042B
29513459835,K591
29516097244,644W
29522640737,M810
29531028325,881G
29533286303,J145
29535188695,76G9
29537281784,W773
29537461685,2668
29537622956,K322
29538916294,W540
29540306097,61E9
29541466557,762T
29543305231,60C8
29544809082,69B9
29545262234,892E
29550749654,G808
29550749654,G809
29550749654,G807
29552231576,J362
29552606568,414P
29554647952,4147
29556734723,D215
29561181731,800M
29561181731,880M
29562807525,64D4
29564204813,N714
29564204813,N713
29566803946,6399
29571726192,I990
29575534693,244S
29577689347,G996
29581078452,609Y
29587161595,50F2
29587586462,367G
29587586462,369G
29590409701,W280
29590909384,883Z
29591735722,441B
29592808348,000Q
29592808348,999P
29593448492,023Z
29594051655,600P
29595310395,592T
29600071369,U530
29600484734,605J
29600989887,175L
29601048564,24D3
29604155816,2951
29605525910,849T
29606644179,988U
29606762855,569S
29607202842,016J
29609783081,732P
29609783081,735P
29611640913,067T
29612069354,4903
29612328360,29K8
29614912546,R067
29615243226,36G7
29616575357,858K
29617760404,N090
29620219018,7866
29620324458,123E
29623965117,362E
29625211685,U131
29626491151,0617
29626691944,Q558
29626691944,828Q
29628075430,X369
29628472038,636J
29629121421,U251
29635432050,S967
29636254923,41G6
29636274525,703V
29636430245,859Y
29636702885,458J
29636702885,4506
29641234538,Z677
29641504236,546U
29644243375,488W
29645501160,U699
29647988211,Q818
29648062617,R023
29651803348,99D3
29651803348,L782
29654885544,I293
29656243342,J037
29656887551,124J
29658556626,9061
29660476489,S584
29660678653,X217
29661558993,W293
29664586914,309F
29664852259,039D
29665383489,4753
29671894653,718Q
29678710554,49C9
29684825574,115I
29686326088,523G
29686361016,Y264
29689088679,205R
29689088679,P309
29690208780,42C8
29691250877,42B6
29692083973,11E8
29692168618,I572
29694936847,046S
29695773270,381D
29696721170,1556
29706395528,059G
29709426386,967H
29709426386,2122
29713804636,N416
29716239831,T571
29725488616,273X
29734936294,340J
29734936294,Q223
29737996140,V628
29738695995,322K
29743693528,Y320
29743905219,121H
29749986564,L170
29750108177,J010
29750816350,796I
29753180691,249K
29760236040,E295
29761021162,7232
29761052746,779D
29761146992,002O
29761325117,959E
29762984337,596U
29764323488,95B8
29766001279,Y161
29773585261,4941
29781028685,K108
29781028685,Z319
29784014637,410T
29790822649,060D
29791895548,C066
29795344647,Y727
29795754469,064U
29795899530,973I
29798079218,Z090
29799453961,29K4
29801213432,83J6
29802732948,N607
29804273310,331Z
29806180131,G967
29809110711,9525
29811019853,0981
29811741817,72D6
29811741817,72D7
29811741817,3900
29812023044,919Y
29812477858,G948
29812477858,G949
29813769689,2698
29824587175,X478
29825158457,M769
29825335734,95F1
29827860850,345E
29832406262,J549
29832528679,0920
29834722419,P105
29834722419,P104
29836019779,376N
29838479944,R022
29839730946,68K5
29839730946,M994
29843751905,3106
29854027522,718F
29855336557,6098
29858922660,Q724
29859432657,408D
29859850466,06F6
29867917369,4779
29868385436,011S
29868405530,841X
29870678648,S069
29873342825,E369
29876529630,F227
29876885295,3952
29876885295,H614
29877208436,30B0
29877216693,053T
29877963341,669K
29879689332,U759
29882844023,543Y
29885848787,2160
29886540166,833W
29889023577,052D
29891954460,G374
29894435074,117Z
29895387029,X591
29895812846,T143
29896392077,27C1
29896905920,Z672
29898325498,0446
29898480835,76E3
29904201573,Q218
29904201573,Q219
29904201573,657L
29907805684,957L
29916425418,6627
29916494068,X401
29916512687,88H1
29920224426,922C
29923351005,Q934
29923795775,W435
29924040784,15G3
29925505275,X316
29929321795,7505
29930490938,444L
29933684984,894T
29933684984,E547
29933717584,407G
29934586757,4839
29935011716,H738
29937431532,J139
29937889392,U909
29941485533,8562
29943436887,44F6
29943848120,545D
29947251356,82B9
29950114620,I736
29952276628,Q469
29962618109,413W
29965901261,V679
29966441838,853V
29967961906,151H
29972828942,D561
29973249677,73F2
29977508523,845H
29978983312,113D
29980129855,E483
29980385664,666Q
29981238065,I185
29988941068,F160
29990438768,N951
29995284199,P970
29995284199,7640
2O665948278,S843
30 000 945 148,B008
30 624 538 353,0211
30 970 619 380,9801
30000028142,3829
30000575351,R716
30000624313,3399
30000914741,27C2
30001340790,E728
30001386161,8344
30005489270,C487
30006775113,Y013
30006820462,R416
30006839167,P763
30007275309,F167
30008421896,G038
30008912703,037R
30009847081,F783
30010255326,282F
30010399916,001C
30010459408,Z112
30010997707,C319
30015217267,T289
30018689958,C005
30018821401,A801
30021624173,606F
30022837995,65G1
30027661206,R170
30032452944,793F
30036417694,494V
30043889642,564Q
30043889642,565Q
30048180126,997H
30050205671,548M
30050640959,314W
30057561427,400C
30060712273,57J2
30061544721,435D
30063460597,P853
30064928712,641J
30065901786,149P
30066042958,920K
30067405861,763E
30071854282,P607
30071854282,P581
30072160052,849X
30073187687,170X
30074570504,N542
30076918780,T406
30077119638,T990
30079528924,10D3
30080820615,617I
30080820615,615I
30081744576,M792
30081946844,911Q
30083257381,400D
30083953619,34K7
30083953619,7417
30086110563,F345
30088416719,11C3
30091222025,F090
30092500847,M833
30094224781,F323
30101887451,21G2
30103029740,753D
30105355261,823J
30105355261,257H
30106811349,H961
30108106957,P365
30109023896,C775
30113939149,69F4
30115303265,7262
30115751460,S125
30117337828,198X
30118937811,576F
30119436873,3179
30124823460,36D1
30124878048,23G7
30126404358,240O
30126796544,031G
30126893550,753L
30127347047,G431
30127386488,667U
30128748789,I854
30129322718,V025
30131134391,N666
30131243368,92D8
30133744120,N431
30133991213,I775
30134206764,I870
30134206764,521I
30135149453,7808
30139457686,93J2
30139729134,894Z
30140688988,W488
30142970937,E695
30144612926,44K0
30147763669,Y306
30147856972,918D
30150884475,K767
30151605159,867U
30152782354,5947
30153407889,916G
30155529258,274J
30155686085,232G
30156453517,912X
30156883988,472X
30158010910,9014
30162671563,L769
30162874835,954I
30162874835,955I
30164133877,278R
30165506450,151S
30170991926,7823
30173341164,973Y
30177558526,75F2
30180524131,5430
30180617810,Z210
30183190483,801H
30184203070,Z404
30186185096,024P
30191001826,A980
30198204816,U063
30198231497,W490
30198266225,832K
302 122 100,326J
30202996554,433B
30203152350,7896
30206083199,J639
30207907601,512I
30208062014,F313
30209577221,185H
30210780163,P563
30214831470,V987
30217063943,1920
30218300252,5065
30218351131,M698
30221145010,287M
30221437608,09K4
30223120696,68D8
30224542786,U540
30226022969,752J
30227540046,T878
30228948733,7598
30229729125,5701
30237932869,235Z
30238513483,L412
30239676599,Q193
30243215042,169I
30243302748,G976
30248045644,73B2
30249808906,I900
30250678419,635U
30252500509,610Q
30254187064,N144
30254338421,735Z
30257118729,W638
30261060071,39J8
30264243009,M904
30265412660,865Y
30267321538,M712
30270545969,M735
30272880336,U972
30273998627,093Z
30277475379,333F
30280527599,85E0
30286091517,386X
30289491271,992X
30289525037,077K
30290539600,W977
30292389909,630F
30292391208,01C0
30298525037,4287
30300640143,T144
30301465478,201Y
30302055407,G904
30306101131,4165
30306159132,H561
30308744079,558R
30308811763,5848
30309058764,R179
30310109868,L036
30310700569,K838
30311606808,12F2
30314639664,Z005
30315810282,1771
30316970855,Z268
30318211964,40E4
30320845549,Q517
30328513474,612X
30328958088,G376
30330375621,88J8
30330375621,P564
30337394244,Y350
30339327633,898T
30340623886,T224
30341008723,S567
30341364388,107W
30341373347,815K
30345905837,K466
30346041539,858S
30346959912,727Q
30351988543,827R
30352015278,5783
30354235640,I604
30357310837,23C3
30364610719,622P
30365118319,311K
30365607548,176F
30366056823,693D
30369269774,214D
30370258412,32C1
30371570207,5118
30378287698,H292
30378780131,908U
30384990401,6695
30384990401,B255
30392174512,433S
30394364827,421Z
30395826807,Q048
30401251215,7787
30402745184,G048
30406790945,C042
30407452979,935X
30408987962,F419
30410315066,P591
30410339198,U941
30411024545,Y036
30411925206,P193
30419108572,413R
30422550737,D093
30424107881,N306
30424919474,719Z
30426024520,103L
30428613884,816U
30430241725,W374
30431267034,792T
30435411205,4902
30440798228,148U
30440798228,0A31
30449853500,N398
30453483363,588L
30458774143,E259
30462981515,N671
30463035795,D903
30463215696,H114
30464922270,E583
30465696354,U208
30467001766,798H
30471428783,864L
30483161957,138P
30484505148,734Q
30485794765,317W
30489882490,Z531
30490886657,962D
30493101586,M408
30493951746,U429
30496796763,758L
30497164660,033G
30497164660,9407
30498161851,7794
30498178823,813M
30499516420,4748
30502103262,7656
30503019366,L696
30503998926,N779
30507304358,U879
30507494325,Y772
30510563717,G185
30511660231,18E2
30512058798,W539
30512068260,L992
30516014774,W936
30520522057,T610
30521338030,519D
30521338030,521D
30521779404,575N
30521779404,7454
30523593804,U569
30525598435,V184
30527675324,22H8
30528425503,S348
30529062730,36B7
30529779920,1446
30530411347,38K7
30538840413,009B
30541225425,52F1
30545476500,256D
30553958652,2535
30555876995,9150
30557088319,9516
30559933018,836S
30560205539,I574
30561501987,K479
30564495942,056P
30567180450,628Z
30569087508,I429
30570646218,D914
30578925342,H017
30579015699,914D
30580529962,M556
30581540475,431F
30587270810,14C5
30588388971,913D
30590572585,247U
30601346573,037K
30603064600,95E1
30603449312,R164
30605149598,969P
30606918984,253K
30610028547,63D1
30611683124,038X
30613849139,344X
30615969967,639I
30616942751,734F
30618458261,065D
30618978966,9881
30619497809,986D
30619857368,89F3
30620663400,U125
30624507319,L656
30624538353,0262
30629022097,798M
30630228306,J207
30630556188,44H0
30631986184,350C
30632393927,T453
30634047337,859H
30638874932,814E
30640620039,R174
30642038667,315Y
30644277885,857Z
30646659183,W809
30649259477,J022
30652070291,318G
30652095638,614C
30652095638,N432
30654520520,T269
30656168248,4662
30658985380,N930
30659974714,U231
30662885508,8578
30662937802,393K
30663552694,4560
30664401936,T168
30665290387,941Y
30667657391,88C5
30668918188,007Z
30671014846,942F
30671439745,675D
30671848531,D574
30674827031,Z911
30675254327,937Y
30680886025,P343
30684514085,907L
30688705484,594R
30692623319,0972
30693993968,W964
30698372429,050L
30699001227,861I
30700407872,Z322
30700507745,200F
30700885745,L671
30703688761,Z040
30704702665,261V
30705317487,1A07
30705317487,H366
30705317487,W008
30705969958,682N
30706022080,70B9
30706335107,348K
30708807362,4220
30711352074,988C
30713518057,039L
30727331565,5557
30730102348,405T
30730707067,887Z
30741577839,892Z
30746525368,T403
30748542959,L998
30753593731,187M
30753652413,120C
30756088757,164H
30758913122,312H
30759510894,K601
30761268551,974R
30762154388,I665
30764374782,S755
30765842146,Z617
30767664090,572D
30769248450,W902
30769451922,16G2
30769538138,F778
30771411797,593J
30778738679,I580
30781479309,6813
30783389543,D539
30786437460,136V
30790473760,95G8
30790604839,I534
30790653742,63B7
30790706138,D508
30795728900,V269
30796447229,417V
30796649448,J048
30796802706,129S
30807315695,576Y
30807980452,52G2
30811684042,0736
30812076120,004I
30813729744,398X
30815289508,N390
30818339158,3185
30818416869,013T
30821091759,902T
30821367543,U782
30821417518,333S
30822927727,06H0
30826820361,6393
30826820361,D781
30829377973,01C2
30831095481,J798
30832272848,49D6
30834098388,E935
30834258655,J199
30834258655,J200
30836261898,7693
30837332654,208F
30838764577,B588
30838872162,626C
30839877366,6859
30839877366,K446
30839877366,K445
30841226059,X115
30842714861,969J
30842818136,I230
30842818136,H728
30844175291,179F
30845711375,Z682
30849434178,E545
30851461068,E637
30852212106,267R
30853534468,856S
30853819130,E452
30859050984,681K
30860408198,739I
30860654368,V846
30861991894,Y048
30862172762,676J
30865446032,E393
30865593414,834M
30866274159,H894
30866905290,271P
30868729847,851A
30870305281,U689
30876009954,851D
30876811865,D339
30877142270,964S
30883806895,Z443
30885036756,698I
30887306873,W847
30891574957,I051
30894657634,787V
30895739308,R240
30896991449,N307
30897013352,2340
30897553708,406U
30900594421,Q763
30902007589,9958
30903692471,451E
30906759336,T567
30907252022,U549
30909214036,I311
30912781530,D049
30919851944,7238
30920115075,7761
30920269579,478G
30928964892,C280
30930569194,059N
30934537930,818C
30938362507,6251
30940943156,P716
30945651535,879H
30946886547,P984
30946886547,P983
30946886547,P982
30947042294,7468
30950986837,95H6
30954162275,840A
30955950453,E174
30956105497,527M
30958351941,145H
30961530926,X910
30966386039,402P
30967355091,530R
30967894669,H258
30967901549,Y900
30972518425,492N
30974349716,26G9
30974699884,R541
30975934735,S001
30976028155,176S
30976134297,4259
30982344567,570Q
30988148725,X241
30989676812,T154
30989875424,566K
30990070321,22F1
30992293533,059T
30994320402,766V
30998140469,544I
31000447370,502R
31002 105 802,9706
31002524421,240M
31003101940,113X
31003404680,X847
31004202519,R943
31006923342,F171
31007526856,V534
31007590409,X744
31007647109,J551
31007651596,Y250
31008422268,542L
31008457930,3578
31008711822,W709
31009102992,791E
31009536850,I041
31010364637,S072
31016066206,482M
31017764231,62E8
31018866716,28F0
31019562576,Y031
31019863826,466T
31027341733,2624
31028647018,6274
31030408055,N999
31032173542,091R
31034260345,T693
31038432952,92C7
31042708526,S302
31043304464,83F5
31043918434,760K
31044553992,573S
31044566515,K917
31049258500,287J
31049378039,I933
31049921210,I372
31050212410,72B9
31050540648,P697
31056636322,P048
31057505374,1193
31058789839,260C
31059727889,357T
31062085152,X617
31067095768,137B
31068870263,T241
31070397447,F614
31071311478,025N
31071495014,401F
31073943250,269I
31074343703,G991
31076012341,264F
31078348753,330N
31078588524,3274
31078680529,829H
31078978631,1540
31079277094,670C
31079441044,F856
31079441044,F845
31080059020,Q531
31081069570,P366
31081069570,K830
31081069570,K829
31085592696,T221
31091707106,R380
31093206821,09B6
